,nitrogen_kg_per_t_greenwood,phosphate_kg_per_t_greenwood,potassium_kg_per_t_greenwood,herbicide_kg_per_t_greenwood,diesel_planting_L_per_t_greenwood,lubricants_planting_L_per_t_greenwood,electric_planting_MJ_per_t_greenwood,diesel_harvesting_L_per_t_greenwood_MA,lubricants_harvesting_L_per_t_greenwood_MA,gasoline_harvesting_L_per_t_greenwood_MA,harvesting_equipment_harvesting_kg_per_t_greenwood_MA,yield_residue_ton_of_drylog
2340,0.3361709153712099,0.04687196150555618,0.0005372532610952781,0.003730720501326001,0.22108448373770784,0.0022759766110322533,0.5629703620557654,7.487043100939274,0.11175540048094652,1.88725848192601,0.39952841220662605,66.01045366948917
2341,0.055913916818297056,0.015149755030709044,0.00010177693336198167,0.0029588093763064215,0.08615421646697136,0.0010010092058895265,0.323428231923328,4.35198298603701,0.05779030519059592,0.9229502124685801,0.23357533554431195,89.29900248504117
2342,0.2602732474418592,0.029383801601719606,0.00027272413710417216,0.006206312363606599,0.22603050310893197,8.661906586765014e-05,0.5164348176937569,5.706949778857434,0.07566681090934904,1.3992946743066086,0.3425058493520706,64.67984789009515
2343,0.40512642659128933,0.06056394335496039,0.00016955884613298347,0.000817904542697333,0.23056364891862616,0.0018832205144059951,0.5718882941424351,5.359364081143759,0.0761519560960649,1.7345964512483014,0.3960618535314922,59.73773608321939
2344,0.12222888072372025,0.03513878674334172,0.0003531339488240878,0.0011208847102215996,0.20749316326841385,0.001827807836160439,0.4988824648993002,3.98328386966464,0.06612609537253361,1.7138242455869321,0.36609718729715207,77.30114193312959
2345,0.43773545801884567,0.05368366446106772,2.3213355292338825e-06,0.001264055440396784,0.35362818177517424,0.0004117760361904589,0.4961969216375781,7.510040164585258,0.04865307138266735,1.5611766601022108,0.35144677941584074,71.99878340708428
2346,0.39706296576900596,0.06884477817821498,0.0005354208334047099,0.00619714988571329,0.1968745377273933,0.00039833790951419575,0.5833280959112811,4.923112463888242,0.07904858160892976,1.7824950961168147,0.4242026050171106,51.51912349060723
2347,0.16633140505396365,0.02695776254502233,0.000460777280800176,0.0037697922353090133,0.24379557588159398,0.0010113820733341791,0.48496887845072506,7.4343157116090595,0.09116790612245015,1.3743999716960138,0.3282139819175723,67.04941370615158
2348,0.363692952976096,0.02925957475247776,7.263865346438187e-05,0.0023213368632274602,0.18498423859762966,0.0006050137116975328,0.38501302530755754,3.2689996763387272,0.0660370015761823,1.4163650403032348,0.2785790260305609,66.84661971635617
2349,0.20916384544837358,0.031601876103903206,0.0003929028174310689,0.0036970873642795106,0.09356737146506786,0.0007320182141481785,0.3749549887454808,6.266410243685501,0.06831709867140977,1.2175318239081379,0.2601308630044173,62.99417303834767
